Frequency (Hz)	Level (dB)
8074.951172	-38.528873
8085.717773	-38.214279
8096.484375	-35.627884
8107.250977	-38.624184
8118.017578	-32.153503
8128.784180	-32.740818
8139.550781	-35.386574
8150.317383	-36.429111
8161.083984	-40.123981
8171.850586	-36.817528
8182.617188	-36.368767
8193.383789	-33.962234
8204.150391	-39.004402
8214.916992	-39.880524
8225.683594	-40.800274
8236.450195	-44.582577
8247.216797	-39.424751
8257.983398	-37.432232
8268.750000	-36.546459
8279.516602	-38.655399
8290.283203	-41.950634
8301.049805	-39.205021
8311.816406	-38.878174
8322.583008	-33.047253
8333.349609	-33.629112
8344.116211	-32.218632
8354.882813	-32.594757
8365.649414	-37.027164
8376.416016	-34.256458
8387.182617	-37.028912
8397.949219	-38.148220
8408.715820	-48.164707
8419.482422	-33.464844
8430.249023	-29.350039
8441.015625	-37.506264
8451.782227	-33.930561
8462.548828	-33.011887
8473.315430	-32.519936
8484.082031	-31.239504
8494.848633	-33.131836
8505.615234	-36.186230
8516.381836	-39.078510
8527.148438	-41.548428
8537.915039	-46.332024
8548.681641	-40.760849
8559.448242	-36.644402
8570.214844	-34.046631
8580.981445	-45.893627
8591.748047	-33.413361
8602.514648	-29.813080
8613.281250	-35.216274
8624.047852	-39.867279
8634.814453	-36.251087
8645.581055	-34.103813
8656.347656	-36.925404
8667.114258	-49.917267
8677.880859	-41.126171
8688.647461	-37.144829
8699.414063	-35.447060
8710.180664	-37.326469
8720.947266	-41.399448
8731.713867	-48.681595
8742.480469	-45.057663
8753.247070	-42.501289
8764.013672	-46.491997
8774.780273	-35.437378
8785.546875	-32.552376
8796.313477	-35.481911
8807.080078	-39.088478
8817.846680	-44.216743
8828.613281	-41.261253
8839.379883	-33.642578
8850.146484	-32.453663
8860.913086	-40.100090
8871.679688	-47.907494
8882.446289	-31.793447
8893.212891	-29.634939
8903.979492	-33.680355
8914.746094	-36.432407
8925.512695	-37.092163
8936.279297	-37.500114
8947.045898	-45.051006
8957.812500	-42.904713
8968.579102	-50.999310
8979.345703	-40.062912
8990.112305	-32.151402
9000.878906	-31.511850
9011.645508	-50.867355
9022.412109	-39.147865
9033.178711	-38.492130
9043.945313	-34.592579
9054.711914	-36.348820
9065.478516	-46.397930
9076.245117	-36.545074
9087.011719	-35.253548
9097.778320	-34.631516
9108.544922	-34.605595
9119.311523	-39.907616
9130.078125	-39.743774
9140.844727	-38.013584
9151.611328	-39.318413
9162.377930	-42.716774
9173.144531	-46.858589
9183.911133	-41.724651
9194.677734	-43.330837
9205.444336	-50.259880
9216.210938	-46.692104
9226.977539	-46.892376
9237.744141	-43.670219
9248.510742	-46.984367
9259.277344	-48.017479
9270.043945	-41.239769
9280.810547	-44.708683
9291.577148	-42.776066
9302.343750	-60.237045
9313.110352	-54.067997
9323.876953	-43.025013
9334.643555	-41.842159
9345.410156	-49.929646
9356.176758	-44.600372
9366.943359	-52.394001
9377.709961	-51.353222
9388.476563	-52.787384
9399.243164	-57.125980
9410.009766	-66.851418
9420.776367	-53.198425
9431.542969	-49.142815
9442.309570	-56.812870
9453.076172	-62.088074
9463.842773	-52.134754
9474.609375	-51.205452
9485.375977	-54.276184
9496.142578	-51.820717
9506.909180	-59.330204
9517.675781	-51.298576
9528.442383	-51.157532
9539.208984	-52.712120
9549.975586	-48.319546
9560.742188	-46.518539
9571.508789	-47.183182
9582.275391	-52.624416
9593.041992	-55.445721
9603.808594	-56.697559
9614.575195	-53.368019
9625.341797	-64.183540
9636.108398	-54.731281
9646.875000	-60.504520
9657.641602	-54.002007
9668.408203	-51.556137
9679.174805	-64.037216
9689.941406	-60.041599
9700.708008	-59.996185
9711.474609	-62.861008
9722.241211	-64.695847
9733.007813	-59.911343
9743.774414	-54.958878
9754.541016	-57.890583
9765.307617	-68.124283
9776.074219	-57.671326
9786.840820	-55.042854
9797.607422	-60.585163
9808.374023	-80.778679
9819.140625	-72.510826
9829.907227	-64.082130
9840.673828	-62.987259
9851.440430	-62.887146
9862.207031	-75.913231
9872.973633	-74.852097
9883.740234	-80.544960
9894.506836	-71.918251
9905.273438	-71.631104
9916.040039	-68.498207
9926.806641	-61.473061
9937.573242	-64.470551
9948.339844	-64.921707
9959.106445	-71.143982
9969.873047	-71.445778
9980.639648	-65.756310
9991.406250	-69.339890
10002.172852	-75.861641
10012.939453	-71.858528
10023.706055	-68.372711
10034.472656	-75.832855
10045.239258	-72.448135
10056.005859	-74.744164
10066.772461	-80.074364
10077.539063	-75.733437
10088.305664	-69.114883
10099.072266	-64.674492
10109.838867	-72.045059
10120.605469	-70.980888
10131.372070	-69.243111
10142.138672	-69.216736
10152.905273	-62.452713
10163.671875	-59.499378
10174.438477	-63.174751
10185.205078	-63.629322
10195.971680	-62.724174
10206.738281	-65.248802
10217.504883	-73.376160
10228.271484	-65.088577
10239.038086	-63.055893
10249.804688	-65.737091
10260.571289	-65.954193
10271.337891	-68.103966
10282.104492	-66.746292
10292.871094	-63.841759
10303.637695	-64.291634
10314.404297	-67.315178
10325.170898	-68.622078
10335.937500	-64.120270
10346.704102	-63.897995
10357.470703	-63.739422
10368.237305	-61.846180
10379.003906	-61.051144
10389.770508	-61.744125
10400.537109	-62.530144
10411.303711	-59.055233
10422.070313	-67.208588
10432.836914	-68.987595
10443.603516	-68.670654
10454.370117	-73.116348
10465.136719	-64.176521
10475.903320	-62.896221
10486.669922	-66.068375
10497.436523	-63.409725
10508.203125	-64.270790
10518.969727	-65.004425
10529.736328	-66.238060
10540.502930	-62.823772
10551.269531	-66.708183
10562.036133	-70.312035
10572.802734	-71.788551
10583.569336	-80.904617
10594.335938	-70.292793
10605.102539	-72.156204
10615.869141	-67.124016
10626.635742	-72.672485
10637.402344	-75.455948
10648.168945	-68.394608
10658.935547	-65.751343
10669.702148	-67.237282
10680.468750	-71.975723
10691.235352	-67.556007
10702.001953	-97.002304
10712.768555	-72.548622
10723.535156	-74.662941
10734.301758	-77.665497
10745.068359	-67.109581
10755.834961	-67.591637
10766.601563	-70.676208
10777.368164	-71.422943
10788.134766	-68.034569
10798.901367	-84.707947
10809.667969	-67.728348
10820.434570	-65.776840
10831.201172	-70.285507
10841.967773	-68.542770
10852.734375	-61.223194
10863.500977	-65.318123
10874.267578	-63.434525
10885.034180	-61.719807
10895.800781	-66.042969
10906.567383	-68.824860
10917.333984	-67.160820
10928.100586	-68.227707
10938.867188	-76.332603
10949.633789	-75.922821
10960.400391	-75.845901
10971.166992	-79.658127
10981.933594	-70.596497
10992.700195	-81.379211
11003.466797	-65.126785
11014.233398	-66.923676
11025.000000	-66.002831
11035.766602	-62.576004
11046.533203	-65.308640
11057.299805	-69.185715
11068.066406	-69.115158
11078.833008	-69.855614
11089.599609	-67.730789
11100.366211	-65.210838
11111.132813	-65.340622
11121.899414	-63.062172
11132.666016	-70.714668
11143.432617	-73.212532
11154.199219	-73.022049
11164.965820	-69.667397
11175.732422	-66.923790
11186.499023	-71.375923
11197.265625	-87.210457
11208.032227	-70.226646
11218.798828	-70.288124
11229.565430	-69.132889
11240.332031	-65.620903
11251.098633	-64.143402
11261.865234	-62.879887
11272.631836	-65.091209
11283.398438	-69.933739
11294.165039	-66.259583
11304.931641	-69.555161
11315.698242	-72.185608
11326.464844	-70.444244
11337.231445	-62.269764
11347.998047	-61.763577
11358.764648	-63.709148
11369.531250	-66.286224
11380.297852	-76.919441
11391.064453	-71.596909
11401.831055	-62.758270
11412.597656	-60.072433
11423.364258	-60.444427
11434.130859	-62.026840
11444.897461	-66.009888
11455.664063	-66.087296
11466.430664	-63.653103
11477.197266	-63.771957
11487.963867	-67.074379
11498.730469	-67.320335
11509.497070	-65.791862
11520.263672	-63.021069
11531.030273	-75.149078
11541.796875	-63.065395
11552.563477	-70.935219
11563.330078	-68.554848
11574.096680	-64.545464
11584.863281	-65.597000
11595.629883	-64.527779
11606.396484	-63.153095
11617.163086	-61.315613
11627.929688	-62.823292
11638.696289	-64.699326
11649.462891	-64.225578
11660.229492	-64.742821
11670.996094	-68.016106
11681.762695	-72.581001
11692.529297	-64.649727
11703.295898	-65.943550
11714.062500	-69.540085
11724.829102	-74.193947
11735.595703	-77.494995
11746.362305	-73.479675
11757.128906	-72.720535
11767.895508	-70.694099
11778.662109	-65.178429
11789.428711	-64.051682
11800.195313	-65.029396
11810.961914	-65.807816
11821.728516	-69.821564
11832.495117	-71.990196
11843.261719	-70.386986
11854.028320	-69.602737
11864.794922	-62.164280
11875.561523	-65.843033
11886.328125	-69.172005
11897.094727	-77.136871
11907.861328	-67.141716
11918.627930	-61.042896
11929.394531	-62.451233
11940.161133	-69.254799
11950.927734	-74.068741
11961.694336	-71.830582
11972.460938	-67.580170
11983.227539	-74.961983
11993.994141	-66.145752
12004.760742	-70.251740
12015.527344	-67.907196
12026.293945	-64.308411
12037.060547	-68.116348
12047.827148	-67.082588
12058.593750	-71.429916
12069.360352	-79.371300
12080.126953	-65.302963
12090.893555	-65.883804
12101.660156	-67.029167
12112.426758	-78.768967
12123.193359	-60.301281
12133.959961	-56.694607
12144.726563	-57.946526
12155.493164	-62.521500
12166.259766	-72.170250
12177.026367	-63.924297
12187.792969	-62.812717
12198.559570	-67.181572
12209.326172	-70.130386
12220.092773	-76.254646
12230.859375	-64.872475
12241.625977	-62.304428
12252.392578	-63.564152
12263.159180	-63.062454
12273.925781	-68.582657
12284.692383	-63.702282
12295.458984	-62.806221
12306.225586	-74.928726
12316.992188	-67.499619
12327.758789	-61.270893
12338.525391	-62.184090
12349.291992	-61.391529
12360.058594	-67.404518
12370.825195	-70.426048
12381.591797	-64.287460
12392.358398	-74.164528
12403.125000	-81.240425
12413.891602	-65.908478
12424.658203	-71.248611
12435.424805	-70.094269
12446.191406	-66.563339
12456.958008	-74.098671
12467.724609	-72.198280
12478.491211	-71.384613
12489.257813	-77.599098
12500.024414	-59.610695
12510.791016	-59.576508
12521.557617	-68.047943
12532.324219	-71.373611
12543.090820	-64.108917
12553.857422	-59.612038
12564.624023	-61.932392
