Frequency (Hz)	Level (dB)
12166.259766	-71.447639
12177.026367	-63.599606
12187.792969	-62.133427
12198.559570	-66.034859
12209.326172	-70.558357
12220.092773	-72.102592
12230.859375	-64.056229
12241.625977	-61.459259
12252.392578	-61.878693
12263.159180	-62.633591
12273.925781	-70.105675
12284.692383	-64.112656
12295.458984	-62.584705
12306.225586	-71.275314
12316.992188	-66.341331
12327.758789	-61.507767
12338.525391	-61.655628
12349.291992	-61.092194
12360.058594	-66.923424
12370.825195	-71.043098
12381.591797	-64.613930
12392.358398	-70.731537
12403.125000	-74.545021
12413.891602	-66.528931
12424.658203	-71.063988
12435.424805	-69.982964
12446.191406	-66.776207
12456.958008	-72.731964
12467.724609	-75.138603
12478.491211	-74.731499
12489.257813	-72.507973
12500.024414	-59.525959
12510.791016	-59.146629
12521.557617	-66.153503
12532.324219	-71.307152
12543.090820	-62.964203
12553.857422	-59.052441
12564.624023	-61.003391
12575.390625	-68.529381
