Frequency (Hz)	Level (dB)
11757.128906	-133.663162
11767.895508	-125.880814
11778.662109	-122.157089
11789.428711	-124.152084
11800.195313	-132.712448
11810.961914	-135.326126
11821.728516	-132.757874
11832.495117	-134.940216
11843.261719	-135.124557
11854.028320	-128.095825
11864.794922	-128.877045
11875.561523	-131.913376
11886.328125	-131.939011
11897.094727	-141.083740
11907.861328	-137.501312
11918.627930	-137.173431
11929.394531	-129.336151
11940.161133	-131.296875
11950.927734	-130.245850
11961.694336	-130.867737
11972.460938	-128.908020
11983.227539	-124.883102
11993.994141	-127.009918
12004.760742	-131.084000
12015.527344	-124.961243
12026.293945	-124.399773
12037.060547	-127.111938
12047.827148	-131.589844
12058.593750	-135.154175
12069.360352	-128.307129
12080.126953	-129.020416
12090.893555	-129.637161
12101.660156	-142.814301
12112.426758	-129.033279
12123.193359	-128.924469
12133.959961	-126.158936
12144.726563	-126.952461
12155.493164	-131.091187
12166.259766	-136.678131
12177.026367	-129.343567
12187.792969	-126.506432
12198.559570	-127.241653
12209.326172	-130.730881
12220.092773	-137.825302
12230.859375	-130.422806
12241.625977	-133.565323
12252.392578	-134.487442
12263.159180	-126.255478
12273.925781	-126.393181
12284.692383	-129.107666
12295.458984	-129.192184
12306.225586	-131.387680
12316.992188	-132.882996
12327.758789	-130.328674
12338.525391	-136.565826
12349.291992	-141.381363
12360.058594	-149.810455
12370.825195	-132.231934
12381.591797	-126.907112
12392.358398	-125.325661
12403.125000	-124.684425
12413.891602	-124.627838
12424.658203	-130.368622
12435.424805	-139.367874
12446.191406	-133.283905
12456.958008	-132.862305
12467.724609	-128.902359
12478.491211	-126.019569
12489.257813	-127.256355
12500.024414	-130.082077
12510.791016	-137.974762
12521.557617	-138.438538
12532.324219	-133.559875
12543.090820	-134.287872
12553.857422	-144.575409
12564.624023	-128.627319
